step,train_loss,lr,grad_norm,tok_per_sec,val_loss
2304,3.563183,3.635231e-04,0.2006,75933.39,
2305,3.471471,3.633388e-04,0.1932,75919.29,
2306,3.534192,3.631545e-04,0.2064,75931.08,
2307,3.481076,3.629703e-04,0.1913,75924.70,
2308,3.524943,3.627859e-04,0.1963,75930.49,
2309,3.541531,3.626016e-04,0.1991,75932.43,
2310,3.515029,3.624173e-04,0.2066,75929.74,
2311,3.651840,3.622329e-04,0.2016,75935.13,
2312,3.514003,3.620486e-04,0.2109,75927.25,
2313,3.569184,3.618642e-04,0.2150,75930.66,
2314,3.449357,3.616798e-04,0.2016,75922.99,
2315,3.371355,3.614954e-04,0.2301,75932.66,
2316,3.359438,3.613109e-04,0.2108,75928.74,
2317,3.415799,3.611265e-04,0.2107,75930.57,
2318,3.410119,3.609420e-04,0.2056,75930.52,
2319,3.396049,3.607576e-04,0.2079,75927.81,
2320,3.343332,3.605731e-04,0.2042,75931.16,
2321,3.332127,3.603886e-04,0.2004,75933.34,
2322,3.409753,3.602040e-04,0.2122,75926.56,
2323,3.420281,3.600195e-04,0.2183,75897.59,
2324,3.383703,3.598350e-04,0.2014,75927.84,
2325,3.362043,3.596504e-04,0.2043,75930.14,
2326,3.517448,3.594658e-04,0.2179,75933.17,
2327,3.567299,3.592813e-04,0.2069,75930.41,
2328,3.613791,3.590966e-04,0.2071,75925.06,
2329,3.606521,3.589120e-04,0.2180,75934.00,
2330,3.576607,3.587274e-04,0.2041,75933.67,
2331,3.581705,3.585428e-04,0.1984,75931.01,
2332,3.592985,3.583581e-04,0.2032,75931.53,
2333,3.610429,3.581734e-04,0.2003,75927.30,
2334,3.703663,3.579888e-04,0.2185,75929.14,
2335,3.687447,3.578041e-04,0.2155,75930.48,
2336,3.614163,3.576194e-04,0.2350,75932.23,
2337,3.594735,3.574346e-04,0.2267,75934.31,
2338,3.556960,3.572499e-04,0.2042,75925.28,
2339,3.518509,3.570651e-04,0.2084,75929.94,
2340,3.585929,3.568804e-04,0.2167,75926.84,
2341,3.656006,3.566956e-04,0.2283,75934.60,
2342,3.572750,3.565108e-04,0.2162,75928.64,
2343,3.559275,3.563260e-04,0.2085,75933.42,
2344,3.556502,3.561412e-04,0.2329,75927.52,
2345,3.541433,3.559564e-04,0.1967,75925.33,
2346,3.583458,3.557716e-04,0.2371,75931.97,
2347,3.584023,3.555867e-04,0.2016,75934.69,
2348,3.505629,3.554018e-04,0.2112,75933.04,
2349,3.507829,3.552170e-04,0.1977,75929.76,
2350,3.513510,3.550321e-04,0.1952,75929.51,
2351,3.562237,3.548472e-04,0.1904,75935.80,
2352,3.563621,3.546623e-04,0.1986,75932.58,
2353,3.539148,3.544774e-04,0.2096,75930.40,
2354,3.500158,3.542924e-04,0.2002,75926.84,
2355,3.475077,3.541075e-04,0.1932,75927.01,
2356,3.487300,3.539225e-04,0.2154,75929.67,
2357,3.521313,3.537376e-04,0.2175,75933.68,
2358,3.581664,3.535526e-04,0.2250,75920.91,
2359,3.476804,3.533676e-04,0.2085,75931.47,
2360,3.395894,3.531826e-04,0.2142,75936.23,
2361,3.331579,3.529976e-04,0.2058,75929.05,
2362,3.356449,3.528126e-04,0.2079,75935.55,
2363,3.325412,3.526276e-04,0.2150,75936.31,
2364,3.327779,3.524425e-04,0.2370,75931.07,
2365,3.396316,3.522575e-04,0.2373,75926.49,
2366,3.384875,3.520724e-04,0.2019,75923.07,
2367,3.335924,3.518873e-04,0.2065,75922.38,
2368,3.374101,3.517022e-04,0.1979,75932.65,
2369,3.352521,3.515172e-04,0.1993,75932.82,
2370,3.381805,3.513320e-04,0.2232,75919.34,
2371,3.482325,3.511469e-04,0.1996,75934.77,
2372,3.607059,3.509618e-04,0.2110,75932.36,
2373,3.590904,3.507767e-04,0.2240,75927.03,
2374,3.622309,3.505915e-04,0.2068,75931.76,
2375,3.626356,3.504064e-04,0.2196,75925.21,
2376,3.570842,3.502212e-04,0.2287,75930.99,
2377,3.584953,3.500360e-04,0.2162,75928.29,
2378,3.595495,3.498509e-04,0.2066,75923.30,
2379,3.540586,3.496657e-04,0.2144,75936.05,
2380,3.720315,3.494805e-04,0.2615,75932.82,
2381,3.582369,3.492953e-04,0.2632,75932.66,
2382,3.572358,3.491100e-04,0.2671,75926.40,
2383,3.505567,3.489248e-04,0.2123,75932.60,
2384,3.544469,3.487396e-04,0.2454,75937.26,
2385,3.537549,3.485543e-04,0.2124,75932.05,
2386,3.622269,3.483691e-04,0.2328,75929.17,
2387,3.551569,3.481838e-04,0.2097,75931.40,
2388,3.616267,3.479985e-04,0.2238,75943.00,
2389,3.583277,3.478133e-04,0.2245,75930.76,
2390,3.539933,3.476280e-04,0.2074,75930.92,
2391,3.556861,3.474427e-04,0.2222,75930.43,
2392,3.547267,3.472574e-04,0.2211,75926.45,
2393,3.562102,3.470720e-04,0.2050,75930.15,
2394,3.502340,3.468867e-04,0.2160,75933.61,
2395,3.614049,3.467014e-04,0.2092,75932.04,
2396,3.517706,3.465161e-04,0.2186,75932.09,
2397,3.523499,3.463307e-04,0.2286,75937.44,
2398,3.500301,3.461454e-04,0.2245,75924.96,
2399,3.495514,3.459600e-04,0.2081,75932.58,
2400,3.508587,3.457746e-04,0.2008,75927.35,
2401,3.449715,3.455893e-04,0.2039,75924.84,
2402,3.486401,3.454039e-04,0.1920,75922.79,
2403,3.516201,3.452185e-04,0.2037,75928.22,
2404,3.529672,3.450331e-04,0.1956,75930.00,
2405,3.388362,3.448477e-04,0.2052,75929.11,
2406,3.349262,3.446623e-04,0.1935,75926.93,
2407,3.327469,3.444768e-04,0.2026,75931.31,
2408,3.375556,3.442914e-04,0.1951,75927.75,
2409,3.330859,3.441060e-04,0.2007,75928.07,
2410,3.252338,3.439205e-04,0.2144,75926.54,
2411,3.356739,3.437351e-04,0.1991,75926.99,
2412,3.330380,3.435496e-04,0.2128,75932.85,
2413,3.340223,3.433642e-04,0.2147,75926.42,
2414,3.362107,3.431787e-04,0.2004,75932.30,
2415,3.429123,3.429933e-04,0.2288,75932.23,
2416,3.361161,3.428078e-04,0.2121,75932.06,
2417,3.466941,3.426223e-04,0.2339,75925.09,
2418,3.587911,3.424368e-04,0.2163,75927.84,
2419,3.584207,3.422513e-04,0.2264,75931.64,
2420,3.508802,3.420658e-04,0.2064,75930.53,
2421,3.549499,3.418803e-04,0.2789,75929.55,
2422,3.549988,3.416948e-04,0.2428,75926.55,
2423,3.507004,3.415093e-04,0.2219,75928.49,
2424,3.532169,3.413237e-04,0.2311,75934.78,
2425,3.545630,3.411382e-04,0.2432,75930.89,
2426,3.552953,3.409527e-04,0.2257,75925.89,
2427,3.539810,3.407671e-04,0.2281,75925.86,
2428,3.560384,3.405816e-04,0.2323,75918.22,
2429,3.604906,3.403960e-04,0.2236,75931.45,
2430,3.571839,3.402105e-04,0.2311,75928.22,
2431,3.539856,3.400249e-04,0.2096,75934.75,
2432,3.561582,3.398394e-04,0.2254,75928.70,
2433,3.547687,3.396538e-04,0.2048,75932.00,
2434,3.590162,3.394682e-04,0.2082,75925.55,
2435,3.559628,3.392826e-04,0.1980,75925.17,
2436,3.575666,3.390971e-04,0.2474,75916.47,
2437,3.553176,3.389115e-04,0.2341,75935.23,
2438,3.698023,3.387259e-04,0.2493,75932.71,
2439,3.531972,3.385403e-04,0.2506,75931.36,
2440,3.544672,3.383547e-04,0.2204,75932.38,
2441,3.558372,3.381691e-04,0.2335,75933.98,
2442,3.531643,3.379835e-04,0.2231,75930.80,
2443,3.526692,3.377979e-04,0.2121,75926.80,
2444,3.504087,3.376123e-04,0.2337,75931.74,
2445,3.481182,3.374266e-04,0.2052,75921.04,
2446,3.489915,3.372410e-04,0.2241,75931.30,
2447,3.516548,3.370554e-04,0.2050,75935.02,
2448,3.540041,3.368698e-04,0.2153,75928.40,
2449,3.551475,3.366841e-04,0.2038,75929.49,
2450,3.490276,3.364985e-04,0.1922,75929.34,
2451,3.534774,3.363129e-04,0.2045,75929.49,
2452,3.456585,3.361272e-04,0.2126,75927.70,
2453,3.436181,3.359416e-04,0.2568,75929.30,
2454,3.333519,3.357559e-04,0.1919,75928.88,
2455,3.350880,3.355703e-04,0.2357,75934.36,
2456,3.368669,3.353846e-04,0.2224,75928.55,
2457,3.390593,3.351990e-04,0.2118,75925.70,
2458,3.333391,3.350133e-04,0.2141,75931.33,
2459,3.336507,3.348277e-04,0.2237,75928.70,
2460,3.394494,3.346420e-04,0.2205,75930.59,
2461,3.307964,3.344563e-04,0.2143,75929.58,
2462,3.367961,3.342707e-04,0.2211,75927.17,
2463,3.362683,3.340850e-04,0.2234,75929.43,
2464,3.289228,3.338993e-04,0.2243,75930.77,
2465,3.519575,3.337137e-04,0.2448,75931.90,
2466,3.567419,3.335280e-04,0.2194,75930.26,
2467,3.526425,3.333423e-04,0.2408,75928.46,
2468,3.523151,3.331567e-04,0.2105,75928.91,
2469,3.627724,3.329710e-04,0.2369,75932.21,
2470,3.498796,3.327853e-04,0.2174,75931.83,
2471,3.568386,3.325996e-04,0.2134,75928.21,
2472,3.561125,3.324139e-04,0.2108,75928.32,
2473,3.517019,3.322282e-04,0.2143,75933.39,
2474,3.535566,3.320426e-04,0.2059,75933.50,
2475,3.534175,3.318569e-04,0.2123,75932.30,
2476,3.542647,3.316712e-04,0.2122,75936.47,
2477,3.540318,3.314855e-04,0.2039,75932.17,
2478,3.580934,3.312998e-04,0.2259,75931.11,
2479,3.569263,3.311141e-04,0.2136,75935.12,
2480,3.562033,3.309284e-04,0.2039,73200.53,
2481,3.526866,3.307428e-04,0.2045,75929.96,
2482,3.552991,3.305571e-04,0.1926,75932.09,
2483,3.527365,3.303714e-04,0.1969,75930.26,
2484,3.555433,3.301857e-04,0.1869,75933.05,
2485,3.520157,3.300000e-04,0.1947,75929.57,
2486,3.616194,3.298143e-04,0.2550,75923.95,
2487,3.536491,3.296286e-04,0.2038,75936.14,
2488,3.470210,3.294429e-04,0.2205,75922.48,
2489,3.505930,3.292572e-04,0.2017,75928.41,
2490,3.509364,3.290716e-04,0.2113,75927.15,
2491,3.505068,3.288859e-04,0.2143,75930.56,
2492,3.523868,3.287002e-04,0.2075,75929.97,
2493,3.481146,3.285145e-04,0.2137,75930.88,
2494,3.485855,3.283288e-04,0.2136,75925.93,
2495,3.466909,3.281431e-04,0.2196,75933.75,
2496,3.548188,3.279574e-04,0.2156,75927.44,
2497,3.551655,3.277718e-04,0.2407,75928.44,
2498,3.493534,3.275861e-04,0.2110,75927.90,
2499,3.518735,3.274004e-04,0.2065,75931.16,
2500,3.376700,3.272147e-04,0.2278,75936.77,3.5055
2501,3.284482,3.270290e-04,0.2258,56559.34,
2502,3.378044,3.268433e-04,0.2157,75938.20,
2503,3.368774,3.266577e-04,0.2187,75929.95,
2504,3.398490,3.264720e-04,0.2165,75924.93,
2505,3.360932,3.262863e-04,0.2058,75932.36,
2506,3.359002,3.261007e-04,0.2036,75928.91,
2507,3.440871,3.259150e-04,0.2040,75926.66,
2508,3.348951,3.257293e-04,0.2290,75932.79,
2509,3.305074,3.255437e-04,0.2164,75932.27,
2510,3.376239,3.253580e-04,0.2253,75933.07,
2511,3.341154,3.251723e-04,0.1979,75930.36,
2512,3.537901,3.249867e-04,0.2310,75924.09,
2513,3.540284,3.248010e-04,0.2097,75929.14,
2514,3.533487,3.246154e-04,0.2053,75930.21,
2515,3.585666,3.244297e-04,0.2113,75933.43,
2516,3.520426,3.242441e-04,0.2029,75935.35,
2517,3.531383,3.240584e-04,0.2025,75931.94,
2518,3.533984,3.238728e-04,0.1950,75930.44,
2519,3.491341,3.236871e-04,0.1997,75932.96,
2520,3.547830,3.235015e-04,0.2045,75934.94,
2521,3.561973,3.233159e-04,0.2072,75932.38,
2522,3.532618,3.231302e-04,0.2071,75931.00,
2523,3.547056,3.229446e-04,0.2009,75930.12,
2524,3.495389,3.227590e-04,0.2261,75927.90,
2525,3.524437,3.225734e-04,0.2039,75932.80,
2526,3.605496,3.223877e-04,0.2142,75927.97,
2527,3.477696,3.222021e-04,0.1969,75928.21,
2528,3.566389,3.220165e-04,0.2182,75932.47,
2529,3.654616,3.218309e-04,0.2387,75928.23,
2530,3.549187,3.216453e-04,0.2531,75927.96,
2531,3.535378,3.214597e-04,0.2125,75925.75,
2532,3.523891,3.212741e-04,0.2463,75934.45,
2533,3.565044,3.210885e-04,0.2145,75928.55,
2534,3.567196,3.209029e-04,0.2323,75925.26,
2535,3.486977,3.207174e-04,0.2010,75929.27,
2536,3.494245,3.205318e-04,0.2155,75928.82,
2537,3.489943,3.203462e-04,0.2134,75929.20,
2538,3.483066,3.201606e-04,0.2174,75929.79,
2539,3.432873,3.199751e-04,0.2097,75936.21,
2540,3.483970,3.197895e-04,0.2036,75931.87,
2541,3.466516,3.196040e-04,0.2113,75927.08,
2542,3.546652,3.194184e-04,0.1989,75931.66,
2543,3.490569,3.192329e-04,0.1982,75936.33,
2544,3.450953,3.190473e-04,0.1886,75920.34,
2545,3.483319,3.188618e-04,0.2113,75931.91,
2546,3.373981,3.186763e-04,0.2097,75929.51,
2547,3.296438,3.184907e-04,0.2018,75926.74,
2548,3.344263,3.183052e-04,0.2157,75932.72,
2549,3.307528,3.181197e-04,0.2049,75930.41,
2550,3.342213,3.179342e-04,0.1939,75932.50,
2551,3.341574,3.177487e-04,0.2079,75925.68,
2552,3.367978,3.175632e-04,0.2025,75928.20,
2553,3.313593,3.173777e-04,0.2131,75929.35,
2554,3.402312,3.171922e-04,0.2257,75930.40,
2555,3.358037,3.170067e-04,0.2270,75924.21,
2556,3.320621,3.168213e-04,0.2235,75928.86,
2557,3.289969,3.166358e-04,0.1919,75931.10,
2558,3.534364,3.164504e-04,0.2265,75933.00,
2559,3.583498,3.162649e-04,0.2109,75931.16,
2560,3.543698,3.160795e-04,0.2262,75930.37,
2561,3.588915,3.158940e-04,0.2217,75926.93,
2562,3.608723,3.157086e-04,0.2551,75928.46,
2563,3.570991,3.155232e-04,0.2683,75928.30,
2564,3.561303,3.153377e-04,0.2303,75929.33,
2565,3.520355,3.151523e-04,0.2284,75930.74,
2566,3.518710,3.149669e-04,0.2362,75913.21,
2567,3.560525,3.147815e-04,0.2090,75929.15,
2568,3.585681,3.145961e-04,0.2444,75929.36,
2569,3.582624,3.144107e-04,0.2440,75930.36,
2570,3.512123,3.142254e-04,0.2775,75928.62,
2571,3.556282,3.140400e-04,0.2296,75936.49,
2572,3.558273,3.138546e-04,0.2367,75927.81,
2573,3.516332,3.136693e-04,0.2349,75930.41,
2574,3.537275,3.134839e-04,0.2215,75921.45,
2575,3.552834,3.132986e-04,0.2144,75930.94,
2576,3.511200,3.131133e-04,0.2200,75932.15,
2577,3.594548,3.129280e-04,0.2067,75929.44,
2578,3.536358,3.127426e-04,0.2101,75928.73,
2579,3.531784,3.125573e-04,0.2013,75928.25,
2580,3.493973,3.123720e-04,0.2093,75922.76,
2581,3.511323,3.121867e-04,0.1972,75930.41,
2582,3.533545,3.120015e-04,0.2230,75928.02,
2583,3.482231,3.118162e-04,0.1922,75929.15,
2584,3.471955,3.116309e-04,0.2146,75930.05,
2585,3.459287,3.114457e-04,0.2019,75933.67,
2586,3.474808,3.112604e-04,0.2199,75929.04,
2587,3.453263,3.110752e-04,0.2011,75935.10,
2588,3.468201,3.108900e-04,0.2124,75924.91,
2589,3.464504,3.107047e-04,0.2052,75930.20,
2590,3.460343,3.105195e-04,0.2124,75926.92,
2591,3.476479,3.103343e-04,0.1960,75933.92,
2592,3.484547,3.101491e-04,0.2206,75929.11,
2593,3.383844,3.099640e-04,0.2108,75930.23,
2594,3.367325,3.097788e-04,0.2137,75926.50,
2595,3.341852,3.095936e-04,0.2187,75927.37,
2596,3.512266,3.094085e-04,0.2216,75930.75,
2597,3.342318,3.092233e-04,0.2289,75929.12,
2598,3.282183,3.090382e-04,0.2209,75931.35,
2599,3.290982,3.088531e-04,0.2075,75930.39,
2600,3.295559,3.086680e-04,0.2117,75925.67,
2601,3.348701,3.084828e-04,0.2083,75935.52,
2602,3.289925,3.082978e-04,0.2047,75924.67,
2603,3.345203,3.081127e-04,0.2175,75926.65,
2604,3.337906,3.079276e-04,0.1959,75931.43,
2605,3.500728,3.077425e-04,0.2189,75929.37,
2606,3.490061,3.075575e-04,0.2049,75934.70,
2607,3.473506,3.073724e-04,0.2073,75929.03,
2608,3.664606,3.071874e-04,0.2420,75930.48,
2609,3.528415,3.070024e-04,0.2192,75933.68,
2610,3.649234,3.068174e-04,0.2168,75928.01,
2611,3.551003,3.066324e-04,0.2207,75934.63,
2612,3.542305,3.064474e-04,0.2376,75934.21,
2613,3.567616,3.062624e-04,0.2451,75930.29,
2614,3.524873,3.060775e-04,0.2277,75927.59,
2615,3.524735,3.058925e-04,0.2282,75936.50,
2616,3.580809,3.057076e-04,0.2153,75926.99,
2617,3.555240,3.055226e-04,0.2269,75930.83,
2618,3.577892,3.053377e-04,0.2269,75919.52,
2619,3.593499,3.051528e-04,0.2475,75930.00,
2620,3.514195,3.049679e-04,0.2303,75927.49,
2621,3.508081,3.047830e-04,0.2179,75932.53,
2622,3.535443,3.045982e-04,0.2139,75929.74,
2623,3.553758,3.044133e-04,0.2399,75929.18,
2624,3.601466,3.042284e-04,0.2356,75932.41,
2625,3.597824,3.040436e-04,0.2398,75926.58,
2626,3.531068,3.038588e-04,0.2259,75932.77,
2627,3.573288,3.036740e-04,0.2136,75928.37,
2628,3.507715,3.034892e-04,0.2015,75927.66,
2629,3.505363,3.033044e-04,0.2118,75931.53,
2630,3.506097,3.031196e-04,0.2119,75928.08,
2631,3.469089,3.029349e-04,0.2114,75931.73,
2632,3.473181,3.027501e-04,0.2017,75929.21,
2633,3.463865,3.025654e-04,0.1910,75930.79,
2634,3.523892,3.023806e-04,0.2093,75929.36,
2635,3.506470,3.021959e-04,0.2004,75928.04,
2636,3.448086,3.020112e-04,0.1945,75925.19,
2637,3.559375,3.018266e-04,0.2152,75934.41,
2638,3.493171,3.016419e-04,0.2060,75930.82,
2639,3.559454,3.014572e-04,0.2165,75932.36,
2640,3.427611,3.012726e-04,0.2096,75933.39,
2641,3.411577,3.010880e-04,0.2008,75931.42,
2642,3.269531,3.009034e-04,0.2507,75926.91,
2643,3.389864,3.007187e-04,0.2612,75931.79,
2644,3.377174,3.005342e-04,0.2301,75927.91,
2645,3.312710,3.003496e-04,0.2078,75933.54,
2646,3.360446,3.001650e-04,0.2435,75930.05,
2647,3.294428,2.999805e-04,0.2062,75932.89,
2648,3.323178,2.997960e-04,0.2105,75930.66,
2649,3.296565,2.996114e-04,0.2235,75928.84,
2650,3.318913,2.994269e-04,0.2148,75928.60,
2651,3.377652,2.992424e-04,0.2111,75932.06,
2652,3.367313,2.990580e-04,0.2199,75934.79,
2653,3.386028,2.988735e-04,0.1954,75931.44,
2654,3.538319,2.986891e-04,0.2201,75933.22,
2655,3.516464,2.985046e-04,0.2192,75934.08,
2656,3.550979,2.983202e-04,0.2218,75929.69,
2657,3.551968,2.981358e-04,0.2201,75930.81,
2658,3.536770,2.979514e-04,0.2076,75929.31,
2659,3.519309,2.977671e-04,0.2116,75936.06,
2660,3.516791,2.975827e-04,0.2053,75927.14,
2661,3.535121,2.973984e-04,0.2123,75930.42,
2662,3.518119,2.972141e-04,0.2137,75931.49,
2663,3.594211,2.970297e-04,0.2254,75935.33,
2664,3.547903,2.968455e-04,0.1981,75936.84,
2665,3.520316,2.966612e-04,0.2360,75925.70,
2666,3.526745,2.964769e-04,0.2390,75932.94,
2667,3.495653,2.962927e-04,0.2102,75930.91,
2668,3.515448,2.961084e-04,0.2093,75928.07,
2669,3.548809,2.959242e-04,0.2146,75931.30,
2670,3.467848,2.957400e-04,0.2074,75925.46,
2671,3.601634,2.955559e-04,0.2060,73376.61,
2672,3.552237,2.953717e-04,0.2153,75936.99,
2673,3.527784,2.951875e-04,0.1943,75931.43,
2674,3.556653,2.950034e-04,0.2122,75933.50,
2675,3.467123,2.948193e-04,0.2165,75943.16,
2676,3.587362,2.946352e-04,0.2041,75930.84,
2677,3.506746,2.944511e-04,0.1956,75930.73,
2678,3.483136,2.942671e-04,0.2126,75936.37,
2679,3.512698,2.940830e-04,0.1927,75930.83,
2680,3.608233,2.938990e-04,0.2352,75931.92,
2681,3.507498,2.937150e-04,0.1991,75933.27,
2682,3.495117,2.935310e-04,0.2174,75935.92,
2683,3.444557,2.933470e-04,0.1862,75941.22,
2684,3.468828,2.931630e-04,0.2193,75936.32,
2685,3.478419,2.929791e-04,0.1893,75932.06,
2686,3.482309,2.927952e-04,0.2122,75936.72,
2687,3.474884,2.926112e-04,0.2044,75939.85,
2688,3.463173,2.924273e-04,0.1908,75934.43,
2689,3.470957,2.922435e-04,0.2021,75938.52,
2690,3.345355,2.920596e-04,0.1950,75935.02,
2691,3.382041,2.918758e-04,0.2168,75929.31,
2692,3.333039,2.916920e-04,0.2100,75936.67,
2693,3.289000,2.915082e-04,0.1987,75933.97,
2694,3.263451,2.913244e-04,0.2084,75934.90,
2695,3.368881,2.911406e-04,0.2049,75933.83,
2696,3.305621,2.909569e-04,0.2027,75926.75,
2697,3.356271,2.907731e-04,0.2048,75932.65,
2698,3.363117,2.905894e-04,0.1972,75934.30,
2699,3.311374,2.904057e-04,0.2026,75938.06,
2700,3.340510,2.902221e-04,0.2120,75929.31,
2701,3.411688,2.900384e-04,0.2022,75938.00,
2702,3.536538,2.898548e-04,0.2135,75932.70,
2703,3.599751,2.896712e-04,0.1979,75933.71,
2704,3.486134,2.894876e-04,0.2037,75933.70,
2705,3.506670,2.893040e-04,0.1999,75892.51,
2706,3.575344,2.891204e-04,0.2123,75931.56,
2707,3.524576,2.889369e-04,0.2142,75933.66,
2708,3.513243,2.887534e-04,0.2049,75934.46,
2709,3.477095,2.885699e-04,0.2023,75935.12,
2710,3.558180,2.883864e-04,0.2102,75929.37,
2711,3.497109,2.882029e-04,0.2170,75934.79,
2712,3.490576,2.880195e-04,0.2204,75933.89,
2713,3.532991,2.878361e-04,0.2017,75937.03,
2714,3.501900,2.876527e-04,0.2087,75928.80,
2715,3.500038,2.874693e-04,0.2085,75930.80,
2716,3.520959,2.872859e-04,0.1943,75928.93,
2717,3.528855,2.871026e-04,0.2522,75928.12,
2718,3.485488,2.869193e-04,0.2340,75930.61,
2719,3.559432,2.867360e-04,0.2221,75932.96,
2720,3.537394,2.865527e-04,0.2149,75931.73,
2721,3.538847,2.863694e-04,0.2046,75933.30,
2722,3.527867,2.861862e-04,0.2093,75930.66,
2723,3.514470,2.860030e-04,0.2054,75934.91,
2724,3.549993,2.858198e-04,0.2109,75930.16,
2725,3.519315,2.856366e-04,0.1993,75931.57,
2726,3.473438,2.854534e-04,0.2074,75936.62,
2727,3.496658,2.852703e-04,0.1926,75934.03,
2728,3.573832,2.850872e-04,0.2245,75934.24,
2729,3.480176,2.849041e-04,0.2117,75931.64,
2730,3.433127,2.847210e-04,0.2178,75934.01,
2731,3.462375,2.845380e-04,0.2087,75933.92,
2732,3.458046,2.843549e-04,0.2207,75935.16,
2733,3.502256,2.841719e-04,0.2282,75935.55,
2734,3.464818,2.839889e-04,0.2140,75940.23,
2735,3.453113,2.838060e-04,0.2054,75932.69,
2736,3.535900,2.836230e-04,0.2092,75930.37,
2737,3.460163,2.834401e-04,0.2284,75936.99,
2738,3.414665,2.832572e-04,0.2122,75935.10,
2739,3.295578,2.830744e-04,0.2105,75930.88,
2740,3.350603,2.828915e-04,0.2192,75936.80,
2741,3.286116,2.827087e-04,0.2049,75937.05,
2742,3.348625,2.825259e-04,0.2271,75938.78,
2743,3.306727,2.823431e-04,0.1905,75939.35,
2744,3.292156,2.821603e-04,0.2205,75933.23,
2745,3.311270,2.819776e-04,0.1892,75937.61,
2746,3.357684,2.817949e-04,0.2025,75934.97,
2747,3.352014,2.816122e-04,0.1965,75938.93,
2748,3.336995,2.814295e-04,0.1910,75925.54,
2749,3.318800,2.812468e-04,0.2022,75939.05,
2750,3.554012,2.810642e-04,0.2032,75932.33,3.4758
2751,3.537819,2.808816e-04,0.2214,62496.10,
2752,3.553961,2.806990e-04,0.2203,75935.05,
2753,3.509339,2.805165e-04,0.2581,75936.89,
2754,3.484912,2.803339e-04,0.2209,75939.20,
2755,3.526463,2.801514e-04,0.2181,75931.43,
2756,3.687041,2.799690e-04,0.2903,75940.73,
2757,3.554187,2.797865e-04,0.2567,75930.12,
2758,3.609498,2.796041e-04,0.2197,75929.62,
2759,3.554283,2.794216e-04,0.2592,75929.09,
2760,3.503932,2.792392e-04,0.2271,75938.93,
2761,3.548549,2.790569e-04,0.2270,75934.37,
2762,3.485661,2.788745e-04,0.2129,75938.25,
2763,3.510530,2.786922e-04,0.2222,75934.39,
2764,3.526138,2.785099e-04,0.2117,75937.78,
2765,3.549403,2.783277e-04,0.2391,75939.16,
2766,3.495813,2.781454e-04,0.2094,75940.44,
2767,3.463363,2.779632e-04,0.2517,75928.51,
2768,3.541652,2.777810e-04,0.2077,75931.77,
2769,3.470408,2.775988e-04,0.2156,75931.96,
2770,3.497889,2.774167e-04,0.2100,75928.03,
2771,3.495516,2.772346e-04,0.2045,75935.31,
2772,3.533237,2.770525e-04,0.2178,75937.35,
2773,3.537587,2.768704e-04,0.2273,75939.10,
2774,3.543235,2.766883e-04,0.2306,75928.73,
2775,3.429909,2.765063e-04,0.2228,75936.34,
2776,3.458128,2.763243e-04,0.2143,75915.80,
2777,3.467140,2.761424e-04,0.2018,75922.12,
2778,3.428566,2.759604e-04,0.2029,75918.24,
2779,3.473222,2.757785e-04,0.2115,75914.02,
2780,3.495069,2.755966e-04,0.2087,75912.25,
2781,3.483037,2.754147e-04,0.2152,75919.69,
2782,3.514508,2.752329e-04,0.2155,75932.69,
2783,3.477515,2.750511e-04,0.2012,75909.02,
2784,3.480983,2.748693e-04,0.2200,75932.93,
2785,3.399933,2.746875e-04,0.2022,75935.45,
2786,3.341043,2.745058e-04,0.2043,75933.18,
2787,3.358364,2.743241e-04,0.2267,75920.37,
2788,3.354240,2.741424e-04,0.2003,75934.99,
2789,3.320137,2.739607e-04,0.2188,75925.82,
2790,3.281914,2.737791e-04,0.2019,75932.15,
2791,3.311968,2.735975e-04,0.2074,75933.12,
2792,3.317639,2.734159e-04,0.1975,75929.54,
2793,3.447377,2.732343e-04,0.2385,75933.56,
2794,3.347365,2.730528e-04,0.2214,75919.90,
2795,3.318235,2.728713e-04,0.2091,75914.86,
2796,3.298095,2.726899e-04,0.1980,75934.80,
2797,3.389674,2.725084e-04,0.2212,75931.96,
2798,3.514478,2.723270e-04,0.2179,75933.34,
2799,3.463229,2.721456e-04,0.2210,75939.78,
2800,3.533797,2.719642e-04,0.2147,75921.09,
2801,3.557191,2.717829e-04,0.2175,75924.11,
2802,3.571461,2.716016e-04,0.2218,75925.19,
2803,3.498364,2.714203e-04,0.2140,75936.51,
2804,3.522056,2.712391e-04,0.2088,75938.81,
2805,3.516491,2.710578e-04,0.2409,75934.51,
2806,3.446323,2.708766e-04,0.2224,75931.43,
2807,3.751826,2.706955e-04,0.2612,75932.29,
2808,3.520978,2.705143e-04,0.2367,75935.23,
2809,3.529244,2.703332e-04,0.2148,75897.75,
2810,3.493630,2.701521e-04,0.2307,75921.19,
2811,3.493532,2.699711e-04,0.2434,75929.21,
2812,3.514826,2.697900e-04,0.2252,75920.14,
2813,3.458873,2.696090e-04,0.2318,75921.74,
2814,3.450313,2.694281e-04,0.2206,75936.22,
2815,3.550511,2.692471e-04,0.2223,75936.03,
2816,3.480601,2.690662e-04,0.2320,75933.50,
2817,3.537433,2.688853e-04,0.2121,75931.67,
2818,3.472874,2.687045e-04,0.2079,75897.05,
2819,3.518501,2.685237e-04,0.2128,75928.21,
2820,3.456561,2.683429e-04,0.1985,75942.31,
