step,train_loss,lr,grad_norm,tok_per_sec,val_loss
1072,3.890058,5.529898e-04,0.2904,75977.88,
1073,3.902817,5.528850e-04,0.3086,75984.32,
1074,3.936425,5.527802e-04,0.2873,75989.16,
1075,3.925008,5.526752e-04,0.2638,75977.14,
1076,3.855393,5.525701e-04,0.2736,75990.61,
1077,3.884782,5.524650e-04,0.2632,75979.41,
1078,3.884752,5.523597e-04,0.2601,75969.59,
1079,3.878107,5.522543e-04,0.2519,75959.41,
1080,3.914926,5.521488e-04,0.2610,75955.86,
1081,3.908976,5.520432e-04,0.2400,75983.65,
1082,3.919326,5.519375e-04,0.2493,75976.41,
1083,3.872693,5.518317e-04,0.2525,75993.89,
1084,3.860636,5.517258e-04,0.2396,75983.10,
1085,3.855212,5.516198e-04,0.2156,75982.74,
1086,3.899820,5.515137e-04,0.2646,75947.30,
1087,3.887462,5.514075e-04,0.2542,75991.57,
1088,3.950055,5.513011e-04,0.2523,75965.11,
1089,3.858790,5.511947e-04,0.2601,75986.70,
1090,3.850347,5.510882e-04,0.2769,75981.52,
1091,3.953234,5.509815e-04,0.2608,75971.50,
1092,3.829110,5.508748e-04,0.3276,75976.52,
1093,3.814561,5.507679e-04,0.2437,75947.07,
1094,3.857515,5.506610e-04,0.2407,75947.75,
1095,3.836489,5.505539e-04,0.2566,75979.61,
1096,3.858553,5.504468e-04,0.2372,75954.88,
1097,3.864307,5.503395e-04,0.2284,75948.99,
1098,3.821966,5.502321e-04,0.2324,75956.82,
1099,3.820158,5.501247e-04,0.2314,75912.16,
1100,3.672564,5.500171e-04,0.2390,75922.29,
1101,3.719760,5.499094e-04,0.2408,75924.82,
1102,3.733725,5.498016e-04,0.2380,75940.92,
1103,3.685070,5.496937e-04,0.2196,75917.52,
1104,3.666342,5.495857e-04,0.2520,75921.09,
1105,3.678142,5.494776e-04,0.2369,75937.44,
1106,3.686129,5.493694e-04,0.2282,75941.45,
1107,3.797065,5.492611e-04,0.2946,75966.48,
1108,3.852891,5.491527e-04,0.3018,75961.55,
1109,3.664690,5.490442e-04,0.2857,75963.24,
1110,3.715063,5.489356e-04,0.2853,75975.04,
1111,3.776861,5.488268e-04,0.2864,75957.59,
1112,3.809345,5.487180e-04,0.3209,75954.98,
1113,3.880262,5.486091e-04,0.2663,75959.82,
1114,3.838227,5.485001e-04,0.2844,75947.87,
1115,3.825264,5.483909e-04,0.2898,75956.64,
1116,3.877147,5.482817e-04,0.2774,75945.24,
1117,3.817255,5.481723e-04,0.2429,75933.51,
1118,3.847572,5.480629e-04,0.2871,75938.73,
1119,3.768271,5.479533e-04,0.2906,75951.61,
1120,3.803589,5.478437e-04,0.3229,75951.35,
1121,3.885740,5.477339e-04,0.3210,75947.30,
1122,3.844256,5.476241e-04,0.2664,75946.40,
1123,3.887047,5.475141e-04,0.2828,75940.44,
1124,3.888859,5.474041e-04,0.2616,75967.71,
1125,3.880392,5.472939e-04,0.2425,75963.00,
1126,3.840532,5.471836e-04,0.2545,75959.45,
1127,3.847793,5.470733e-04,0.2268,75975.05,
1128,3.838188,5.469628e-04,0.2544,75959.68,
1129,3.834897,5.468522e-04,0.2576,75948.65,
1130,3.870744,5.467415e-04,0.2448,75956.40,
1131,3.904362,5.466307e-04,0.2541,75938.66,
1132,3.851622,5.465199e-04,0.2742,75965.56,
1133,3.852228,5.464089e-04,0.2951,75938.41,
1134,3.897923,5.462978e-04,0.2528,75914.02,
1135,3.867589,5.461866e-04,0.2580,75948.89,
1136,3.784405,5.460753e-04,0.2591,75950.70,
1137,3.814742,5.459639e-04,0.2400,75949.24,
1138,3.825978,5.458524e-04,0.2790,75942.75,
1139,3.868764,5.457408e-04,0.2459,75963.41,
1140,3.825164,5.456291e-04,0.2420,75968.32,
1141,3.902340,5.455173e-04,0.2377,75956.50,
1142,3.831029,5.454054e-04,0.2592,75979.36,
1143,3.834465,5.452934e-04,0.2391,75969.09,
1144,3.815764,5.451813e-04,0.2435,75970.98,
1145,3.824361,5.450691e-04,0.2588,74315.01,
1146,3.832455,5.449568e-04,0.2403,75925.43,
1147,3.701457,5.448443e-04,0.2423,75952.84,
1148,3.667575,5.447318e-04,0.2473,75918.88,
1149,3.737611,5.446192e-04,0.2622,75919.56,
1150,3.719990,5.445065e-04,0.2313,75919.95,
1151,3.639904,5.443937e-04,0.2511,75915.42,
1152,3.758883,5.442807e-04,0.2721,75916.80,
1153,3.654051,5.441677e-04,0.2527,75916.00,
1154,3.694330,5.440546e-04,0.2568,75912.04,
1155,3.711612,5.439414e-04,0.2534,75918.92,
1156,3.671366,5.438280e-04,0.2634,75920.89,
1157,3.668493,5.437146e-04,0.2319,75912.99,
1158,3.741408,5.436011e-04,0.2701,75925.71,
1159,3.823698,5.434874e-04,0.2771,75916.64,
1160,3.785479,5.433737e-04,0.2590,75914.46,
1161,3.843159,5.432599e-04,0.2519,75921.07,
1162,3.866526,5.431460e-04,0.2716,75920.87,
1163,3.829363,5.430319e-04,0.2496,75919.23,
1164,3.840461,5.429178e-04,0.2579,75924.67,
1165,3.820220,5.428035e-04,0.2658,75921.95,
1166,3.787140,5.426892e-04,0.2336,75913.10,
1167,3.829223,5.425748e-04,0.2558,75918.71,
1168,3.843564,5.424602e-04,0.2722,75914.70,
1169,3.814817,5.423456e-04,0.2736,75912.98,
1170,3.876075,5.422309e-04,0.2829,75919.55,
1171,3.885040,5.421160e-04,0.2646,75921.17,
1172,3.817829,5.420011e-04,0.2533,75916.94,
1173,3.791528,5.418860e-04,0.2585,75915.30,
1174,3.852391,5.417709e-04,0.2622,75921.36,
1175,3.780086,5.416557e-04,0.2751,75921.58,
1176,3.839737,5.415403e-04,0.2427,75923.17,
1177,3.824558,5.414249e-04,0.2414,75921.96,
1178,3.858211,5.413093e-04,0.2537,75918.82,
1179,3.806884,5.411937e-04,0.2237,75916.99,
1180,3.844070,5.410780e-04,0.2440,75915.98,
1181,3.773077,5.409621e-04,0.2562,75909.90,
1182,3.795615,5.408462e-04,0.2328,75928.97,
1183,3.823497,5.407301e-04,0.2393,75994.01,
1184,3.765128,5.406140e-04,0.2417,75983.04,
1185,3.766806,5.404978e-04,0.2172,75978.39,
1186,3.859433,5.403814e-04,0.2434,75974.84,
1187,3.810112,5.402650e-04,0.2573,75985.97,
1188,3.763020,5.401485e-04,0.2730,75976.21,
1189,3.743207,5.400318e-04,0.2750,75982.50,
1190,3.741053,5.399151e-04,0.2440,75979.74,
1191,3.791547,5.397982e-04,0.2388,75964.50,
1192,3.781938,5.396813e-04,0.2290,75981.86,
1193,3.728529,5.395643e-04,0.2462,75964.96,
1194,3.653496,5.394471e-04,0.2312,75959.64,
1195,3.629130,5.393299e-04,0.2151,75952.33,
1196,3.669252,5.392126e-04,0.2350,75960.61,
1197,3.716771,5.390952e-04,0.2218,75957.33,
1198,3.695458,5.389776e-04,0.2559,75959.84,
1199,3.663391,5.388600e-04,0.2634,75959.17,
1200,3.668598,5.387423e-04,0.2428,75944.29,
1201,3.659678,5.386244e-04,0.2557,75958.95,
1202,3.722799,5.385065e-04,0.2351,75948.88,
1203,3.698847,5.383885e-04,0.2501,75960.06,
1204,3.669074,5.382704e-04,0.2359,75946.44,
1205,3.672843,5.381522e-04,0.2341,75946.89,
1206,3.755280,5.380338e-04,0.2484,75940.57,
1207,3.813992,5.379154e-04,0.2468,75984.69,
1208,3.855205,5.377969e-04,0.2502,75984.91,
1209,3.838375,5.376783e-04,0.2308,75986.12,
1210,3.806393,5.375596e-04,0.2521,75973.40,
1211,3.848894,5.374408e-04,0.2744,75982.65,
1212,3.788126,5.373219e-04,0.2457,75952.14,
1213,3.900022,5.372029e-04,0.2846,75984.17,
1214,3.795352,5.370838e-04,0.2697,75977.45,
1215,3.800163,5.369646e-04,0.2887,75972.49,
1216,3.844313,5.368453e-04,0.2725,75984.76,
1217,3.789375,5.367259e-04,0.2761,75960.98,
1218,3.793531,5.366064e-04,0.2721,75968.05,
1219,3.809030,5.364868e-04,0.2383,75934.47,
1220,3.797056,5.363671e-04,0.2473,75990.34,
1221,3.827411,5.362473e-04,0.2575,75950.63,
1222,3.845784,5.361274e-04,0.2389,75978.44,
1223,3.779541,5.360074e-04,0.2272,75965.51,
1224,3.825451,5.358874e-04,0.2585,75990.06,
1225,3.836432,5.357672e-04,0.2463,75977.34,
1226,3.716683,5.356469e-04,0.2336,75953.14,
1227,3.819303,5.355265e-04,0.2395,75922.70,
1228,3.759754,5.354061e-04,0.2722,75915.49,
1229,3.778493,5.352855e-04,0.2616,75915.83,
1230,3.747633,5.351648e-04,0.2801,75908.16,
1231,3.734322,5.350441e-04,0.2805,75918.82,
1232,3.773004,5.349232e-04,0.2441,75923.32,
1233,3.718299,5.348023e-04,0.2419,75916.22,
1234,3.751386,5.346812e-04,0.2341,75920.22,
1235,3.767086,5.345601e-04,0.2401,75913.42,
1236,3.738564,5.344388e-04,0.2380,75919.30,
1237,3.741398,5.343175e-04,0.2304,75916.33,
1238,3.692141,5.341960e-04,0.2363,75918.48,
1239,3.723529,5.340745e-04,0.2334,75914.54,
1240,3.761239,5.339529e-04,0.2389,75915.42,
1241,3.723378,5.338311e-04,0.2413,75912.59,
1242,3.628986,5.337093e-04,0.2486,75915.98,
1243,3.702647,5.335874e-04,0.2284,75919.14,
1244,3.662410,5.334654e-04,0.2373,75917.36,
1245,3.664185,5.333433e-04,0.2391,75917.02,
1246,3.676117,5.332210e-04,0.2261,75914.22,
1247,3.660823,5.330987e-04,0.2408,75907.84,
1248,3.703290,5.329763e-04,0.2384,75915.91,
1249,3.647345,5.328538e-04,0.2392,75911.59,
1250,3.659037,5.327312e-04,0.2467,75914.83,3.7606
1251,3.663885,5.326086e-04,0.2403,62428.78,
1252,3.694119,5.324858e-04,0.2343,75930.90,
1253,3.632065,5.323629e-04,0.2344,75937.75,
1254,3.796716,5.322399e-04,0.2588,75932.80,
1255,3.800709,5.321168e-04,0.2845,75935.69,
1256,3.830968,5.319937e-04,0.2537,75937.35,
1257,3.803453,5.318704e-04,0.2517,75931.34,
1258,3.775275,5.317471e-04,0.2436,75926.62,
1259,3.821975,5.316236e-04,0.2566,75929.73,
1260,3.794554,5.315000e-04,0.2477,75930.51,
1261,3.850654,5.313764e-04,0.2591,75933.18,
1262,3.767361,5.312527e-04,0.2327,75933.13,
1263,3.788357,5.311288e-04,0.2486,75936.25,
1264,3.798672,5.310049e-04,0.2470,75926.77,
1265,3.816159,5.308809e-04,0.2333,75928.51,
1266,3.763011,5.307568e-04,0.2466,75938.55,
1267,3.808388,5.306325e-04,0.2364,75936.04,
1268,3.775970,5.305082e-04,0.2324,75936.06,
1269,3.744290,5.303838e-04,0.2438,75931.61,
1270,3.780407,5.302593e-04,0.2388,75932.16,
1271,3.762398,5.301347e-04,0.2410,75932.61,
1272,3.818931,5.300100e-04,0.2532,75938.75,
1273,3.773836,5.298852e-04,0.2167,75932.58,
1274,3.795946,5.297604e-04,0.2358,75933.51,
1275,3.722278,5.296354e-04,0.2469,75929.96,
1276,3.781772,5.295103e-04,0.2221,75937.83,
1277,3.757980,5.293852e-04,0.2341,75932.01,
1278,3.697597,5.292599e-04,0.2448,75936.81,
1279,3.693889,5.291346e-04,0.2508,75939.52,
1280,3.707438,5.290091e-04,0.2282,75929.74,
1281,3.746969,5.288836e-04,0.2094,75935.32,
1282,3.716548,5.287579e-04,0.2186,75900.07,
1283,3.719741,5.286322e-04,0.2152,75938.21,
1284,3.731760,5.285064e-04,0.2378,75931.61,
1285,3.761616,5.283805e-04,0.2334,75932.47,
1286,3.725769,5.282545e-04,0.2170,75934.60,
1287,3.718090,5.281284e-04,0.2178,75936.20,
1288,3.708504,5.280022e-04,0.2324,75939.68,
1289,3.763981,5.278759e-04,0.2604,75935.78,
1290,3.637124,5.277495e-04,0.2437,75930.33,
1291,3.674373,5.276230e-04,0.2552,75928.12,
1292,3.630805,5.274965e-04,0.2459,75932.64,
1293,3.635032,5.273698e-04,0.2506,75934.69,
1294,3.661779,5.272430e-04,0.2800,75924.42,
1295,3.614629,5.271162e-04,0.2574,75929.35,
1296,3.634635,5.269892e-04,0.2353,75931.04,
1297,3.608559,5.268622e-04,0.2371,75935.64,
1298,3.632432,5.267351e-04,0.2288,75930.00,
1299,3.644536,5.266078e-04,0.2785,75935.74,
1300,3.658923,5.264805e-04,0.2459,75934.49,
1301,3.679889,5.263531e-04,0.2591,75934.16,
1302,3.775167,5.262256e-04,0.2568,75931.89,
1303,3.824451,5.260980e-04,0.2581,75928.17,
1304,3.811416,5.259703e-04,0.3045,75933.08,
1305,3.766034,5.258426e-04,0.2557,75935.78,
1306,3.817868,5.257147e-04,0.2355,75939.70,
1307,3.747335,5.255867e-04,0.2953,75930.01,
1308,3.805942,5.254587e-04,0.2506,75934.99,
1309,3.770775,5.253305e-04,0.2369,75932.92,
1310,3.826588,5.252023e-04,0.2622,75935.21,
1311,3.839136,5.250739e-04,0.2157,75932.77,
1312,3.747834,5.249455e-04,0.2741,75932.67,
1313,3.745684,5.248170e-04,0.2843,75940.96,
1314,3.774966,5.246884e-04,0.2640,75932.54,
1315,3.762854,5.245597e-04,0.2700,75933.24,
1316,3.788300,5.244309e-04,0.2515,75928.85,
1317,3.788519,5.243020e-04,0.2335,75930.54,
1318,3.796076,5.241730e-04,0.2479,75931.88,
1319,3.760447,5.240439e-04,0.2266,75935.69,
1320,3.779526,5.239148e-04,0.2296,75928.83,
1321,3.788814,5.237855e-04,0.2332,75935.61,
1322,3.743613,5.236562e-04,0.2395,75934.76,
1323,3.689929,5.235267e-04,0.2480,75934.37,
1324,3.744433,5.233972e-04,0.2523,75932.75,
1325,3.702271,5.232676e-04,0.2397,75928.43,
1326,3.728093,5.231379e-04,0.2186,75934.19,
1327,3.708538,5.230081e-04,0.2322,75933.60,
1328,3.720463,5.228782e-04,0.2434,75937.95,
1329,3.748459,5.227482e-04,0.2452,75935.42,
1330,3.709514,5.226181e-04,0.2406,75938.37,
1331,3.723325,5.224879e-04,0.2358,75941.12,
1332,3.659428,5.223577e-04,0.2263,75927.87,
1333,3.734378,5.222273e-04,0.2230,75930.03,
1334,3.676665,5.220969e-04,0.2171,75918.34,
1335,3.737810,5.219664e-04,0.2534,75934.70,
1336,3.685249,5.218357e-04,0.2681,74322.49,
1337,3.625598,5.217050e-04,0.2315,75928.69,
1338,3.702824,5.215742e-04,0.2584,75939.14,
1339,3.602832,5.214433e-04,0.2501,75940.34,
1340,3.683436,5.213123e-04,0.2449,75942.53,
1341,3.683314,5.211813e-04,0.2417,75938.97,
1342,3.614762,5.210501e-04,0.2142,75927.45,
1343,3.610482,5.209188e-04,0.2271,75935.95,
1344,3.647702,5.207875e-04,0.2361,75932.89,
1345,3.611536,5.206560e-04,0.2144,75939.44,
1346,3.612732,5.205245e-04,0.2247,75942.24,
1347,3.630428,5.203929e-04,0.2264,75930.67,
1348,3.781826,5.202612e-04,0.2394,75940.05,
1349,3.768346,5.201294e-04,0.2435,75932.60,
1350,3.811779,5.199975e-04,0.2506,75930.61,
1351,3.790363,5.198655e-04,0.2610,75939.04,
1352,3.766609,5.197335e-04,0.2381,75933.24,
1353,3.777082,5.196013e-04,0.2367,75933.45,
1354,3.694520,5.194691e-04,0.2391,75939.13,
1355,3.766936,5.193367e-04,0.2412,75939.54,
1356,3.807369,5.192043e-04,0.2850,75934.61,
1357,3.718010,5.190718e-04,0.2474,75937.49,
1358,3.778397,5.189392e-04,0.2725,75938.13,
1359,3.765198,5.188065e-04,0.2646,75935.52,
1360,3.726518,5.186737e-04,0.2583,75930.47,
1361,3.831496,5.185408e-04,0.2495,75932.15,
1362,3.786410,5.184079e-04,0.2549,75937.65,
1363,3.724333,5.182748e-04,0.2228,75935.03,
1364,3.830481,5.181417e-04,0.2615,75935.31,
1365,3.760361,5.180084e-04,0.2466,75933.60,
1366,3.814428,5.178751e-04,0.2661,75928.09,
1367,3.752857,5.177417e-04,0.2838,75936.17,
1368,3.752072,5.176082e-04,0.2391,75927.59,
1369,3.763931,5.174746e-04,0.2394,75929.14,
1370,3.746736,5.173410e-04,0.2553,75929.64,
1371,3.717499,5.172072e-04,0.2453,75936.62,
1372,3.710864,5.170733e-04,0.2516,75932.88,
1373,3.751171,5.169394e-04,0.2368,75941.62,
1374,3.702125,5.168054e-04,0.2638,75937.28,
1375,3.698159,5.166713e-04,0.2310,75937.09,
1376,3.710800,5.165371e-04,0.2454,75933.02,
1377,3.692064,5.164028e-04,0.2323,75932.28,
1378,3.712647,5.162684e-04,0.2552,75933.13,
1379,3.714437,5.161339e-04,0.2295,75939.68,
1380,3.687300,5.159994e-04,0.2286,75932.10,
1381,3.743812,5.158647e-04,0.2378,75928.74,
1382,3.707205,5.157300e-04,0.2248,75936.95,
1383,3.671795,5.155952e-04,0.2239,75939.04,
1384,3.631652,5.154603e-04,0.2240,75940.23,
1385,3.696382,5.153253e-04,0.2295,75939.02,
1386,3.593382,5.151902e-04,0.2248,75933.46,
1387,3.711172,5.150550e-04,0.2197,75941.29,
1388,3.619904,5.149197e-04,0.2157,75937.92,
1389,3.611432,5.147844e-04,0.2266,75935.54,
1390,3.636064,5.146490e-04,0.2231,75932.76,
1391,3.588902,5.145134e-04,0.2233,75934.26,
1392,3.627013,5.143778e-04,0.2236,75935.98,
1393,3.620592,5.142421e-04,0.2172,75931.62,
1394,3.630878,5.141064e-04,0.2397,75927.16,
1395,3.606197,5.139705e-04,0.2339,75929.71,
1396,3.837662,5.138345e-04,0.2502,75929.91,
1397,3.711079,5.136985e-04,0.2502,75935.16,
1398,3.758664,5.135624e-04,0.2238,75929.33,
1399,3.751165,5.134261e-04,0.2316,75937.92,
1400,3.793549,5.132898e-04,0.2544,75936.39,
1401,3.844488,5.131534e-04,0.2531,75931.01,
1402,3.786728,5.130170e-04,0.2726,75932.17,
1403,3.790565,5.128804e-04,0.2524,75931.25,
1404,3.698643,5.127438e-04,0.2577,75941.37,
1405,3.699684,5.126070e-04,0.2491,75930.31,
1406,3.714502,5.124702e-04,0.2401,75934.46,
1407,3.750102,5.123333e-04,0.2339,75933.07,
1408,3.779406,5.121963e-04,0.2611,75931.78,
1409,3.707954,5.120592e-04,0.2521,75940.00,
1410,3.736120,5.119220e-04,0.2474,75936.99,
1411,3.778709,5.117848e-04,0.2821,75934.15,
1412,3.722744,5.116474e-04,0.2760,75931.39,
1413,3.691540,5.115100e-04,0.2532,75933.27,
1414,3.744525,5.113725e-04,0.2719,75936.08,
1415,3.716824,5.112349e-04,0.2471,75936.07,
1416,3.774747,5.110972e-04,0.2251,75931.86,
1417,3.735322,5.109595e-04,0.2389,75932.45,
1418,3.740794,5.108216e-04,0.2103,75932.97,
1419,3.679385,5.106837e-04,0.2268,75932.14,
1420,3.674408,5.105456e-04,0.2207,75933.85,
1421,3.666826,5.104075e-04,0.2423,75901.51,
1422,3.671625,5.102693e-04,0.2599,75930.00,
1423,3.641334,5.101310e-04,0.2453,75925.79,
1424,3.667146,5.099927e-04,0.2259,75927.77,
1425,3.697996,5.098542e-04,0.2382,75936.26,
1426,3.681178,5.097157e-04,0.2237,75928.16,
1427,3.693768,5.095771e-04,0.2433,75934.64,
1428,3.662061,5.094384e-04,0.2130,75941.09,
1429,3.684136,5.092996e-04,0.2179,75935.37,
1430,3.636715,5.091607e-04,0.2341,75932.27,
1431,3.625889,5.090217e-04,0.2192,75933.06,
1432,3.658692,5.088827e-04,0.2506,75932.57,
1433,3.612168,5.087436e-04,0.2385,75937.73,
1434,3.591323,5.086043e-04,0.2333,75931.26,
1435,3.621473,5.084650e-04,0.2176,75933.71,
1436,3.598676,5.083257e-04,0.2279,75934.88,
1437,3.585821,5.081862e-04,0.2118,75933.82,
1438,3.648152,5.080466e-04,0.2328,75930.94,
1439,3.580279,5.079070e-04,0.2489,75931.77,
1440,3.578070,5.077673e-04,0.2528,75933.30,
1441,3.531075,5.076275e-04,0.2194,75932.00,
1442,3.757074,5.074876e-04,0.2558,75936.15,
1443,3.811411,5.073476e-04,0.2739,75934.16,
1444,3.746803,5.072076e-04,0.2661,75932.61,
1445,3.741180,5.070674e-04,0.2567,75934.94,
1446,3.713139,5.069272e-04,0.2336,75935.76,
1447,3.734853,5.067869e-04,0.2457,75913.95,
1448,3.744655,5.066465e-04,0.2457,75928.55,
1449,3.740565,5.065060e-04,0.2493,75932.25,
1450,3.718111,5.063655e-04,0.2333,75935.67,
1451,3.766005,5.062248e-04,0.2323,75945.88,
1452,3.734486,5.060841e-04,0.2347,75937.10,
1453,3.768780,5.059433e-04,0.2256,75926.76,
1454,3.733843,5.058024e-04,0.2214,75928.14,
1455,3.744374,5.056614e-04,0.2477,75941.38,
1456,3.722230,5.055204e-04,0.2199,75931.75,
1457,3.734092,5.053792e-04,0.2417,75936.25,
1458,3.751714,5.052380e-04,0.2413,75933.29,
1459,3.727807,5.050967e-04,0.2310,75933.98,
1460,3.703264,5.049553e-04,0.2225,75933.70,
1461,3.759194,5.048138e-04,0.2596,75935.01,
1462,3.687649,5.046723e-04,0.2459,75936.33,
1463,3.739624,5.045306e-04,0.2129,75934.49,
1464,3.768945,5.043889e-04,0.2285,75931.20,
1465,3.753973,5.042471e-04,0.2584,75935.31,
1466,3.663390,5.041052e-04,0.2527,75934.38,
1467,3.684534,5.039632e-04,0.2377,75933.42,
1468,3.686718,5.038212e-04,0.2365,75932.42,
1469,3.653244,5.036791e-04,0.2222,75937.93,
1470,3.740615,5.035368e-04,0.2222,75940.37,
1471,3.689895,5.033946e-04,0.2306,75931.52,
1472,3.698215,5.032522e-04,0.2165,75936.05,
1473,3.690322,5.031097e-04,0.2497,75929.53,
1474,3.701797,5.029672e-04,0.2385,75923.44,
1475,3.649408,5.028245e-04,0.2386,75934.53,
1476,3.682161,5.026818e-04,0.2271,75932.79,
1477,3.577479,5.025391e-04,0.2368,75931.48,
1478,3.675282,5.023962e-04,0.2460,75928.81,
1479,3.609835,5.022532e-04,0.2332,75931.59,
1480,3.592873,5.021102e-04,0.2230,75934.72,
1481,3.581685,5.019671e-04,0.2154,75929.44,
1482,3.674065,5.018239e-04,0.2330,75929.80,
1483,3.587927,5.016806e-04,0.2402,75937.10,
1484,3.597834,5.015373e-04,0.2206,75934.24,
1485,3.551613,5.013938e-04,0.2142,75936.23,
1486,3.574168,5.012503e-04,0.2258,75930.67,
1487,3.562945,5.011067e-04,0.2278,75934.94,
1488,3.631468,5.009630e-04,0.2120,75934.92,
1489,3.757635,5.008193e-04,0.2339,75936.24,
1490,3.733554,5.006754e-04,0.2286,75928.25,
1491,3.740840,5.005315e-04,0.2443,75934.50,
1492,3.749757,5.003875e-04,0.2246,75936.11,
1493,3.676951,5.002434e-04,0.2204,75929.39,
1494,3.801342,5.000992e-04,0.2840,75928.19,
1495,3.733232,4.999550e-04,0.2918,75933.82,
1496,3.728136,4.998107e-04,0.2689,75936.51,
1497,3.727246,4.996663e-04,0.2616,75930.21,
1498,3.673976,4.995218e-04,0.2536,75928.39,
1499,3.738033,4.993772e-04,0.2778,75932.26,
1500,3.757463,4.992325e-04,0.2579,75936.78,3.6798
1501,3.765539,4.990878e-04,0.2689,56434.56,
1502,3.742823,4.989430e-04,0.2313,75933.20,
1503,3.764415,4.987981e-04,0.2332,75941.07,
1504,3.731192,4.986532e-04,0.2161,75936.86,
1505,3.689714,4.985081e-04,0.2116,75936.67,
1506,3.691942,4.983630e-04,0.2170,75934.38,
1507,3.694153,4.982178e-04,0.2125,75935.75,
1508,3.729783,4.980725e-04,0.2181,75935.42,
1509,3.717561,4.979271e-04,0.2090,75936.85,
1510,3.680426,4.977817e-04,0.2320,75927.08,
1511,3.704921,4.976362e-04,0.2281,75930.77,
1512,3.685177,4.974906e-04,0.2238,75934.20,
1513,3.678293,4.973449e-04,0.2243,75933.70,
1514,3.673628,4.971991e-04,0.2210,75929.29,
1515,3.686755,4.970533e-04,0.2453,75937.15,
1516,3.645366,4.969073e-04,0.2226,75934.02,
1517,3.657060,4.967614e-04,0.2130,75928.45,
1518,3.668444,4.966153e-04,0.2265,75933.36,
1519,3.680401,4.964691e-04,0.2228,75909.80,
1520,3.610996,4.963229e-04,0.2211,75929.20,
1521,3.668056,4.961766e-04,0.2115,75930.14,
1522,3.631689,4.960302e-04,0.2277,75927.32,
1523,3.706399,4.958837e-04,0.2265,75931.63,
1524,3.587254,4.957372e-04,0.2107,75929.75,
1525,3.580637,4.955905e-04,0.2204,75927.16,
1526,3.618122,4.954438e-04,0.2312,74310.93,
1527,3.605806,4.952970e-04,0.2180,75932.82,
1528,3.584617,4.951502e-04,0.2092,75929.90,
1529,3.589627,4.950032e-04,0.2351,75928.78,
1530,3.556468,4.948562e-04,0.2209,75930.37,
1531,3.564840,4.947091e-04,0.2191,75931.88,
1532,3.572449,4.945619e-04,0.2327,75927.35,
1533,3.525930,4.944147e-04,0.2182,75925.44,
1534,3.576011,4.942674e-04,0.2094,75927.95,
1535,3.666553,4.941199e-04,0.2159,75930.48,
1536,3.776189,4.939725e-04,0.2339,75934.63,
1537,3.759756,4.938249e-04,0.2305,75928.41,
1538,3.669612,4.936773e-04,0.2260,75929.44,
1539,3.740462,4.935295e-04,0.2536,75928.90,
1540,3.671592,4.933817e-04,0.2385,75928.29,
1541,3.717636,4.932339e-04,0.2490,75930.32,
1542,3.739582,4.930859e-04,0.2311,75929.47,
1543,3.703855,4.929379e-04,0.2643,75934.06,
1544,3.687927,4.927898e-04,0.2325,75934.78,
1545,3.673132,4.926416e-04,0.2288,75934.19,
1546,3.774265,4.924934e-04,0.2352,75926.95,
1547,3.796425,4.923450e-04,0.2236,75931.37,
1548,3.760240,4.921966e-04,0.2311,75935.73,
1549,3.730954,4.920481e-04,0.2278,75927.58,
1550,3.707451,4.918996e-04,0.2241,75933.44,
1551,3.688154,4.917509e-04,0.2212,75932.23,
1552,3.742170,4.916022e-04,0.2204,75931.58,
1553,3.691714,4.914534e-04,0.2178,75937.87,
1554,3.674379,4.913045e-04,0.2150,75934.13,
1555,3.699607,4.911556e-04,0.2238,75937.23,
1556,3.712362,4.910066e-04,0.2280,75932.64,
1557,3.705967,4.908575e-04,0.2330,75930.49,
1558,3.636352,4.907083e-04,0.2282,75931.62,
1559,3.678041,4.905590e-04,0.2221,75910.17,
1560,3.713154,4.904097e-04,0.2797,75921.88,
1561,3.652908,4.902603e-04,0.2791,75934.67,
1562,3.670428,4.901108e-04,0.2862,75932.12,
1563,3.653851,4.899613e-04,0.2587,75932.68,
1564,3.720608,4.898116e-04,0.2330,75935.97,
1565,3.652632,4.896619e-04,0.2177,75930.53,
1566,3.649458,4.895121e-04,0.2155,75932.32,
1567,3.590667,4.893623e-04,0.2290,75929.30,
1568,3.606181,4.892124e-04,0.2039,75929.93,
1569,3.651995,4.890623e-04,0.2202,75929.66,
1570,3.552102,4.889123e-04,0.2313,75932.16,
1571,3.536554,4.887621e-04,0.2186,75929.60,
1572,3.577093,4.886119e-04,0.2166,75937.09,
1573,3.572317,4.884616e-04,0.2307,75932.61,
1574,3.595578,4.883112e-04,0.2500,75931.97,
1575,3.546990,4.881607e-04,0.2483,75934.75,
1576,3.555280,4.880102e-04,0.2474,75931.71,
1577,3.577220,4.878596e-04,0.2464,75928.04,
1578,3.584756,4.877089e-04,0.2416,75931.46,
1579,3.563131,4.875581e-04,0.2433,75933.51,
1580,3.549771,4.874073e-04,0.2397,75931.79,
1581,3.582959,4.872564e-04,0.2668,75932.10,
1582,3.623523,4.871054e-04,0.2311,75925.79,
1583,3.706135,4.869544e-04,0.2569,75930.44,
1584,3.712373,4.868032e-04,0.2271,75932.19,
1585,3.642346,4.866520e-04,0.2363,75930.68,
1586,3.794804,4.865008e-04,0.2519,75933.04,
1587,3.769045,4.863494e-04,0.2537,75936.11,
1588,3.692127,4.861980e-04,0.2502,75929.42,
